Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area,Low / Mid / High
THE BOTANIC ON LLOYD,35 Lloyd Road  #01-11 ,1,328,Strata,6150000,-,18750,1742,17-Apr-19,Condominium,Freehold,2006,Resale,Private,9,23,239126,Central Region,River Valley,High
THE WINDSOR,3A Ontario Avenue  #01-02 ,1,154,Strata,1735000,-,11266,1047,17-Apr-19,Condominium,Freehold,1988,Resale,Private,20,57,576192,Central Region,Bishan,Mid
PANDAN VALLEY,4 Pandan Valley  #12-409A ,1,124,Strata,1833000,-,14782,1373,17-Apr-19,Condominium,Freehold,1978,Resale,Private,21,59,597628,Central Region,Bukit Timah,High
TREASURE AT TAMPINES,53 Tampines Lane  #02-185 ,1,45,Strata,623000,-,13844,1286,17-Apr-19,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528459,East Region,Tampines,Low
ASCENTIA SKY,3 Alexandra View  #34-11 ,1,137,Strata,2280000,-,16642,1546,17-Apr-19,Condominium,99 Yrs From 26/03/2008,2013,Resale,Private,3,15,158749,Central Region,Bukit Merah,High
PARKSHORE,201 Tanjong Rhu Road  #06-08 ,1,152,Strata,2510000,-,16513,1534,17-Apr-19,Condominium,Freehold,1995,Resale,Private,15,43,436917,Central Region,Kallang,High
COCO PALMS,17 Pasir Ris Grove  #11-20 ,1,102,Strata,1320000,-,12941,1202,17-Apr-19,Condominium,99 Yrs From 07/01/2008,2018,Resale,Private,18,51,518143,East Region,Pasir Ris,Mid
CORALS AT KEPPEL BAY,5 Keppel Bay Drive  #05-08 ,1,687,Strata,19000000,-,27656,2569,17-Apr-19,Condominium,99 Yrs From 26/02/2007,2016,Resale,Private,4,9,98014,Central Region,Bukit Merah,High
LIVIA,65 Pasir Ris Grove  #09-09 ,1,125,Strata,1210000,-,9680,899,17-Apr-19,Condominium,99 Yrs From 07/01/2008,2011,Resale,Private,18,51,518217,East Region,Pasir Ris,Mid
FLO RESIDENCE,13 Punggol Field Walk  #10-27 ,1,73,Strata,818000,-,11205,1041,17-Apr-19,Condominium,99 Yrs From 05/12/2011,2016,Resale,Private,19,82,828745,North East Region,Punggol,Low
THE BLOSSOMVALE,900 Dunearn Road  #03-03 ,1,123,Strata,1938000,-,15756,1464,17-Apr-19,Condominium,999 Yrs From 15/08/1884,1998,Resale,Private,21,58,589473,Central Region,Bukit Timah,High
ASPEN HEIGHTS,261 River Valley Road  #10-23 ,1,146,Strata,2750000,-,18836,1750,17-Apr-19,Condominium,999 Yrs From 01/07/1841,1998,Resale,Private,9,23,238307,Central Region,River Valley,High
PARC OASIS,45 Jurong East Avenue 1  #04-01 ,1,130,Strata,1310000,-,10077,936,17-Apr-19,Condominium,99 Yrs From 01/12/1991,1994,Resale,Private,22,60,609779,West Region,Jurong East,Mid
CORALS AT KEPPEL BAY,19 Keppel Bay Drive  #09-37 ,1,80,Strata,1856000,-,23200,2155,17-Apr-19,Condominium,99 Yrs From 26/02/2007,2016,Resale,Private,4,9,98021,Central Region,Bukit Merah,High
PARC BOTANNIA,10 Fernvale Street  #05-04 ,1,62,Strata,874112,-,14099,1310,17-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797390,North East Region,Sengkang,Low
SKY HABITAT,7 Bishan Street 15  #36-03 ,1,237,Strata,3592000,-,15156,1408,17-Apr-19,Condominium,99 Yrs From 30/05/2011,2015,Resale,Private,20,57,573908,Central Region,Bishan,High
HILLVIEW REGENCY,26 Bukit Batok East Avenue 2  #18-05 ,1,104,Strata,1030000,-,9904,920,17-Apr-19,Condominium,99 Yrs From 20/06/2000,2005,Resale,Private,23,65,659920,West Region,Bukit Batok,Mid
PARC BOTANNIA,12 Fernvale Street  #13-12 ,1,81,Strata,1140720,-,14083,1308,17-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,N.A,28,79,797391,North East Region,Sengkang,Mid
BOTANIQUE AT BARTLEY,233 Upper Paya Lebar Road  #02-31 ,1,46,Strata,700000,-,15217,1414,17-Apr-19,Condominium,99 Yrs From 14/04/2014,Uncompleted,Sub Sale,Private,19,53,533869,North East Region,Serangoon,Low
MARINE BLUE,89 Marine Parade Road  #16-03 ,1,59,Strata,1330000,-,22542,2094,17-Apr-19,Condominium,Freehold,2016,Resale,Private,15,44,449313,Central Region,Marine Parade,Mid
PARC PALAIS,53 Hume Avenue  #03-08 ,1,89,Strata,1060000,-,11910,1106,16-Apr-19,Condominium,Freehold,1999,Resale,Private,21,59,598751,West Region,Bukit Batok,Mid
BOTANNIA,27B West Coast Park  #05-07 ,1,117,Strata,1580000,-,13504,1255,16-Apr-19,Condominium,956 Yrs From 27/05/1928,2009,Resale,Private,5,12,127722,West Region,Clementi,Mid
A TREASURE TROVE,54 Punggol Walk  #08-09 ,1,97,Strata,1205000,-,12423,1154,16-Apr-19,Condominium,99 Yrs From 09/03/2011,2015,Resale,Private,19,82,828832,North East Region,Punggol,Mid
THE GREENWICH,9 Seletar Road  #05-43 ,1,56,Strata,735000,-,13125,1219,16-Apr-19,Condominium,99 Yrs From 21/12/2009,2014,Resale,Private,28,80,807015,North East Region,Serangoon,Low
CARABELLE,59 West Coast Way  #12-16 ,1,193,Strata,2575000,-,13342,1239,16-Apr-19,Condominium,956 Yrs From 27/05/1928,2009,Resale,Private,5,12,127019,West Region,Clementi,High
TREE HOUSE,60 Chestnut Avenue  #01-03 ,1,94,Strata,965000,-,10266,954,16-Apr-19,Condominium,99 Yrs From 23/11/2009,2013,Resale,Private,23,67,679517,West Region,Bukit Panjang,Low
ECO,279 Bedok South Avenue 3  #06-35 ,1,94,Strata,1450000,-,15426,1433,16-Apr-19,Condominium,99 Yrs From 14/05/2012,2017,Resale,Private,16,46,465458,East Region,Bedok,Mid
THOMSON GRAND,21 Sin Ming Walk  #10-11 ,1,128,Strata,1750000,-,13672,1270,16-Apr-19,Condominium,99 Yrs From 08/02/2010,2015,Resale,Private,20,57,573915,Central Region,Bishan,Mid
THE LAKEFRONT RESIDENCES,48 Lakeside Drive  #05-32 ,1,71,Strata,1080000,-,15211,1413,16-Apr-19,Condominium,99 Yrs From 03/08/2010,2014,Resale,Private,22,64,648305,West Region,Jurong West,Mid
TREASURE AT TAMPINES,33 Tampines Lane  #07-109 ,1,124,Strata,1753000,-,14137,1313,16-Apr-19,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528469,East Region,Tampines,Mid
8 SAINT THOMAS,10 St. Thomas Walk  #25-08 ,1,75,Strata,2685200,-,35803,3326,16-Apr-19,Condominium,Freehold,2018,Resale,Private,9,23,238102,Central Region,River Valley,High
NV RESIDENCES,83 Pasir Ris Grove  #03-06 ,1,71,Strata,752000,-,10592,984,16-Apr-19,Condominium,99 Yrs From 07/01/2008,2013,Resale,Private,18,51,518211,East Region,Pasir Ris,Low
THE TRE VER,64 Potong Pasir Avenue 1  #13-20 ,1,46,Strata,821000,-,17848,1658,16-Apr-19,Condominium,99 Yrs From 27/03/2018,Uncompleted,New Sale,N.A,13,35,358393,Central Region,Toa Payoh,Low
MAPLE WOODS,985 Bukit Timah Road  #02-14 ,1,96,Strata,1585000,-,16510,1534,16-Apr-19,Condominium,Freehold,1997,Resale,Private,21,58,589627,Central Region,Bukit Timah,Mid
RIVERSOUND RESIDENCE,7 Sengkang East Avenue  #05-21 ,1,70,Strata,838000,-,11971,1112,16-Apr-19,Condominium,99 Yrs From 26/08/2011,2015,Resale,Private,19,54,544741,North East Region,Sengkang,Low
PARC BOTANNIA,16 Fernvale Street  #15-24 ,1,90,Strata,1307112,-,14523,1349,16-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,N.A,28,79,797393,North East Region,Sengkang,Mid
PARC BOTANNIA,12 Fernvale Street  #03-12 ,1,80,Strata,1073790,-,13422,1247,16-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,N.A,28,79,797391,North East Region,Sengkang,Mid
PARC BOTANNIA,12 Fernvale Street  #08-16 ,1,81,Strata,1100000,-,13580,1262,16-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,N.A,28,79,797391,North East Region,Sengkang,Mid
PARC BOTANNIA,12 Fernvale Street  #07-16 ,1,81,Strata,1094112,-,13508,1255,16-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,N.A,28,79,797391,North East Region,Sengkang,Mid
PARC BOTANNIA,16 Fernvale Street  #14-21 ,1,119,Strata,1627660,-,13678,1271,16-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,N.A,28,79,797393,North East Region,Sengkang,Mid
CHAPEL LODGE,43A Lorong Stangee ,1,142,Strata,1751000,-,12331,1146,16-Apr-19,Condominium,Freehold,1994,Resale,Private,15,42,425034,Central Region,Marine Parade,Mid
OUE TWIN PEAKS,33 Leonie Hill Road  #23-14 ,1,51,Strata,1471400,-,28851,2680,16-Apr-19,Condominium,99 Yrs From 10/05/2010,2015,Resale,Private,9,23,239197,Central Region,River Valley,Mid
THE TRE VER,68 Potong Pasir Avenue 1  #16-35 ,1,102,Strata,1768000,-,17333,1610,15-Apr-19,Condominium,99 Yrs From 27/03/2018,Uncompleted,New Sale,Private,13,35,358395,Central Region,Toa Payoh,Mid
PARC BOTANNIA,10 Fernvale Street  #05-03 ,1,90,Strata,1257120,-,13968,1298,15-Apr-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,N.A,28,79,797390,North East Region,Sengkang,Mid
SKY VUE,1 Bishan Street 15  #08-02 ,1,106,Strata,1780000,-,16792,1560,15-Apr-19,Condominium,99 Yrs From 04/03/2013,2016,Resale,Private,20,57,573910,Central Region,Bishan,High
SHELFORD REGENCY,65 Shelford Road  #04-02 ,1,107,Strata,1580000,-,14766,1372,15-Apr-19,Condominium,Freehold,1998,Resale,Private,11,28,288455,Central Region,Bukit Timah,Mid
FLAMINGO VALLEY,460 Siglap Road  #01-05 ,1,76,Strata,1210000,-,15921,1479,15-Apr-19,Condominium,Freehold,2014,Resale,Private,15,45,455939,East Region,Bedok,Mid
TREASURE AT TAMPINES,37 Tampines Lane  #12-120 ,1,101,Strata,1435000,-,14208,1320,15-Apr-19,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528467,East Region,Tampines,Mid
THE INFINITI,39G West Coast Park  #02-22 ,1,115,Strata,1360000,-,11826,1099,15-Apr-19,Condominium,Freehold,2008,Resale,Private,5,12,127718,West Region,Clementi,Mid
THE TRE VER,62 Potong Pasir Avenue 1  #09-14 ,1,70,Strata,1193000,-,17043,1583,15-Apr-19,Condominium,99 Yrs From 27/03/2018,Uncompleted,New Sale,N.A,13,35,358392,Central Region,Toa Payoh,Mid
MONTEBLEU,8 Minbu Road  #21-01 ,1,106,Strata,1860000,-,17547,1630,15-Apr-19,Condominium,Freehold,2010,Resale,Private,11,30,308162,Central Region,Novena,High
THE LEVELZ,38 Farrer Road  #08-10 ,1,91,Strata,1570000,-,17253,1603,15-Apr-19,Condominium,Freehold,2004,Resale,Private,10,26,268836,Central Region,Tanglin,Mid
HAZEL PARK CONDOMINIUM,21 Hazel Park Terrace  #09-10 ,1,123,Strata,1480000,-,12033,1118,15-Apr-19,Condominium,999 Yrs From 25/09/1882,2000,Resale,Private,23,67,678946,West Region,Bukit Panjang,Mid
MARINA COLLECTION,13 Cove Drive  #04-04 ,1,352,Strata,7000000,-,19886,1847,15-Apr-19,Condominium,99 Yrs From 03/01/2007,2011,Resale,Private,4,9,98327,Central Region,Southern Islands,High
CHATELET,16B Margoliouth Road  #07-03 ,1,140,Strata,2500000,-,17857,1659,15-Apr-19,Condominium,Freehold,1993,Resale,Private,10,25,258542,Central Region,Tanglin,High
THE LAKESHORE,29 Jurong West Street 41  #14-09 ,1,80,Strata,930000,-,11625,1080,15-Apr-19,Condominium,99 Yrs From 22/11/2002,2008,Resale,Private,22,64,649411,West Region,Jurong West,Low
LEEDON 2,2 Leedon Road  #11-06 ,1,71,Strata,1400000,-,19718,1832,15-Apr-19,Condominium,Freehold,1996,Resale,Private,10,26,267829,Central Region,Bukit Timah,Mid
THE TRE VER,60 Potong Pasir Avenue 1  #15-03 ,1,60,Strata,1040000,-,17333,1610,15-Apr-19,Condominium,99 Yrs From 27/03/2018,Uncompleted,New Sale,N.A,13,35,358391,Central Region,Toa Payoh,Mid
